lon,lat,sigprop
-5.401,55.575,0.19518996
-5.212333333,55.77175,0.92050189
-5.132583333,56.1565,0.902939272
-5.0395,55.6615,0.806572351
-4.77425,55.571,0.997148907
-5.060916667,55.91775,0.293546538
-5.49645,55.22073333,0.040518436
-5.24065,55.38283333,0.975463363
-5.15965,55.143775,0.98536963
