"","Date","Time","Lon","Lat","FishNASC"
"236",20151027," 16:56:23.9540",-5.12923459,55.72128024,2520.607901
"237",20151027," 17:00:10.3130",-5.11349301,55.71990014,2730.181686
"238",20151027," 17:03:57.6410",-5.09766508,55.71891414,2993.993579
"239",20151027," 17:07:47.0010",-5.08175144,55.71811,661.380051
"240",20151027," 17:11:40.3760",-5.06592201,55.71788637,522.222443
"241",20151027," 17:15:35.7350",-5.05012549,55.71765222,1416.520465
"242",20151027," 17:19:32.1100",-5.03427052,55.71653679,360.40384
"243",20151028," 07:39:25.3910",-4.9190146,55.70527347,0
"244",20151028," 07:43:18.7510",-4.92847002,55.69993804,451.250595
"245",20151028," 07:47:07.1100",-4.94429001,55.70051973,1033.891607
"246",20151028," 07:50:52.4540",-4.95997997,55.70043826,1092.749879
"247",20151028," 07:54:40.8130",-4.9759159,55.69989282,1280.857863
"248",20151028," 07:58:31.1730",-4.99138961,55.69842049,1061.548204
"249",20151028," 08:02:18.5320",-5.00710638,55.69695567,3938.360141
"250",20151028," 08:06:02.8600",-5.02281906,55.69581011,2792.954725
"251",20151028," 08:09:47.2200",-5.03861803,55.69479957,3911.322443
"252",20151028," 08:13:34.5630",-5.05442465,55.69382018,3006.162395
"253",20151028," 08:17:31.9380",-5.0698829,55.69261895,3043.713256
"254",20151028," 08:21:34.3130",-5.0856791,55.69152884,5574.268605
"255",20151028," 08:25:34.6880",-5.10148748,55.69061282,6691.619395
"256",20151028," 08:29:35.0630",-5.11734972,55.69015945,1657.027964
"257",20151028," 08:33:36.4380",-5.13316087,55.68954618,800.743331
"258",20151028," 08:37:34.8130",-5.14892421,55.68867067,474.544359
"259",20151028," 08:41:35.1880",-5.16501,55.68805667,239.11523
"260",20151028," 08:45:41.5790",-5.15680851,55.68337956,1290.281068
"261",20151028," 08:49:47.9540",-5.14118324,55.68196634,282.960929
"262",20151028," 08:53:54.3450",-5.12568563,55.68001209,1450.401058
"263",20151028," 08:57:59.7350",-5.11086113,55.67680816,795.025219
"264",20151028," 09:02:01.1100",-5.09611303,55.67354886,2438.95535
"265",20151028," 09:06:01.4700",-5.0812292,55.6703498,3262.714138
"266",20151028," 09:10:01.8450",-5.06635077,55.66722182,3341.079604
"267",20151028," 09:14:02.2200",-5.05153029,55.66406684,5239.140858
"268",20151028," 09:18:02.5950",-5.03665952,55.66087201,4138.771234
"269",20151028," 10:24:48.8290",-5.01678667,55.65659,1480.688707
"270",20151028," 10:28:44.1880",-5.00206454,55.65338429,526.160448
"271",20151028," 10:32:37.5630",-4.98706,55.65364167,529.574018
"272",20151028," 10:36:31.9230",-4.97203971,55.65116394,394.131543
"273",20151028," 10:40:29.2980",-4.95771039,55.64741801,551.883912
"274",20151028," 10:44:26.6730",-4.94343735,55.64356453,128.853954
"275",20151028," 10:48:24.0320",-4.92907107,55.63971336,301.064503
"276",20151028," 10:52:20.4070",-4.91512591,55.63536577,1352.56749
"277",20151028," 10:56:14.7660",-4.90087079,55.63150493,2001.912558
"278",20151028," 11:00:09.1410",-4.88746119,55.62672183,936.359528
"279",20151028," 11:04:01.4850",-4.87436003,55.62219235,630.997143
"280",20151028," 11:07:54.8450",-4.858745,55.62082833,662.354403
"281",20151028," 11:11:51.2200",-4.84325333,55.61937833,264.213395
"282",20151028," 11:15:48.5790",-4.82792669,55.61696275,0
"283",20151028," 11:19:44.9540",-4.81268163,55.61440305,0.997565
"284",20151028," 11:23:41.3290",-4.79764525,55.61160624,0
"285",20151028," 11:27:35.6880",-4.78266082,55.60863365,0
"286",20151028," 11:31:30.0630",-4.76759613,55.60587169,0
"287",20151028," 11:35:22.4230",-4.75257947,55.60304405,0
"288",20151028," 11:39:13.7820",-4.73780682,55.59984261,0
"289",20151028," 11:43:03.1410",-4.72355096,55.59603848,0
"290",20151028," 11:46:53.5010",-4.70954904,55.59180641,0
"291",20151028," 11:50:50.8760",-4.71650355,55.58636655,0
"292",20151028," 11:54:49.2350",-4.73084167,55.58267167,0
"293",20151028," 11:58:48.6100",-4.74544833,55.57903,1772.975424
"294",20151028," 12:02:48.9850",-4.75991821,55.57543295,1631.225725
"295",20151028," 12:06:51.3600",-4.77439539,55.57174782,2925.84645
"296",20151028," 12:10:53.7350",-4.78881848,55.56799913,110.116383
"297",20151028," 13:13:07.5480",-4.79640333,55.566695,42.709338
"298",20151028," 13:20:08.2040",-4.81418037,55.56113866,146.236563
"299",20151028," 13:24:14.5790",-4.82861735,55.55721548,0
"300",20151028," 13:28:12.9540",-4.84286608,55.55329431,1101.509506
"301",20151028," 13:32:10.3290",-4.85700003,55.54942516,9790.773233
"302",20151028," 13:36:06.6880",-4.87134667,55.54561,1739.222254
"303",20151028," 13:40:04.0630",-4.88561,55.54174333,1406.423266
"304",20151028," 13:44:01.4380",-4.89984103,55.53791494,325.840858
"305",20151028," 13:47:58.7980",-4.91414842,55.53406651,497.653302
"306",20151028," 13:51:57.1730",-4.92828161,55.53006475,714.759383
"307",20151028," 13:55:54.5480",-4.94247641,55.52607554,307.352657
"308",20151028," 13:59:49.9230",-4.9566123,55.52202161,171.652051
"309",20151028," 14:03:45.2820",-4.97061167,55.51792667,682.054473
"310",20151028," 14:07:38.6260",-4.98501833,55.51425667,631.70137
"311",20151028," 14:11:32.0010",-4.99951205,55.51075008,451.808296
"312",20151028," 14:15:26.3600",-5.01409546,55.50724615,600.746672
"313",20151028," 14:19:17.7200",-5.02868931,55.50384259,202.41888
"314",20151028," 14:23:07.0790",-5.04335694,55.50038999,98.184487
"315",20151028," 14:26:55.4380",-5.05783066,55.49668614,16.020324
"316",20151028," 14:30:44.7980",-5.07169083,55.49243925,0
"317",20151028," 14:34:37.1570",-5.08568312,55.48848975,5.187512
"318",20151028," 14:38:31.5320",-5.07388038,55.48329687,192.785998
"319",20151028," 14:42:20.8760",-5.05972851,55.4794056,0
"320",20151028," 14:46:10.2350",-5.04551621,55.47537092,21.080201
"321",20151028," 14:50:02.5950",-5.03119656,55.47138204,213.490024
"322",20151028," 14:53:59.9700",-5.01701167,55.46755833,237.1924
"323",20151028," 14:58:00.3450",-5.00361833,55.46290667,78.2018
"324",20151028," 15:02:01.7200",-4.99041833,55.45802833,515.043405
"325",20151028," 15:06:05.0950",-4.97711,55.45308333,496.280439
"326",20151028," 15:10:08.4700",-4.96391633,55.44820356,895.89716
"327",20151028," 15:14:13.8450",-4.94990799,55.4450118,390.615693
"328",20151028," 15:18:24.2350",-4.94197179,55.45214879,115.448547
"329",20151028," 15:22:35.6410",-4.93672677,55.46063168,651.143827
"330",20151028," 15:26:49.0320",-4.93002873,55.4687512,1775.202507
"331",20151028," 15:31:03.4230",-4.92315829,55.47682736,1936.300837
"332",20151028," 15:35:16.8130",-4.9170017,55.48507965,941.797024
"333",20151028," 15:39:29.2200",-4.9117174,55.49352186,374.497315
"334",20151028," 15:43:41.6100",-4.90740924,55.50218024,291.164913
"335",20151028," 15:47:51.0010",-4.90322405,55.51083038,2368.216643
"336",20151028," 15:51:59.3910",-4.89917834,55.51955213,1418.826671
"337",20151028," 15:56:07.7660",-4.89523068,55.52825189,382.543926
"338",20151028," 16:00:14.1570",-4.89266722,55.53686056,1253.851531
"339",20151028," 16:04:15.5160",-4.90612392,55.54138745,1763.223755
