"","Lon","Lat","FishNASC"
"1433",-4.77219167,55.97672,12.472808
"1434",-4.78735964,55.9736334,0
"1435",-4.80245305,55.97044675,0
"1436",-4.8171699,55.96717867,0
"1437",-4.83283059,55.96471176,17.335376
"1438",-4.84792,55.96195667,0
"1439",-4.86319943,55.95911798,7.688627
"1440",-4.87838077,55.95626398,31.047286
"1441",-4.89362173,55.9533715,321.564407
"1442",-4.90900167,55.95053167,192.15687
"1443",-4.91496036,55.94399524,27.209901
"1444",-4.91089036,55.93540164,251.007678
"1445",-4.90667009,55.92669403,37.381457
"1446",-4.902555,55.91792833,770.810487
"1447",-4.91035647,55.91149805,2134.489268
"1448",-4.92452723,55.90740957,999.368536
"1449",-4.93772,55.902135,532.878522
"1450",-4.94137557,55.89642477,57.923209
"1451",-4.92620407,55.8933312,77.910211
"1452",-4.91181698,55.88939141,199.760725
"1453",-4.898845,55.88459,8.216195
"1454",-4.91248121,55.88121682,50.202939
"1455",-4.92761526,55.8786363,83.169204
"1456",-4.94240824,55.87507296,67.585359
"1457",-4.95724837,55.87150279,0
"1458",-4.96337877,55.86613822,52.672361
"1459",-4.95004852,55.86109832,0
"1460",-4.93500833,55.85820833,0
"1461",-4.91910333,55.85747,158.05523
"1462",-4.90307383,55.8567237,47.568763
"1463",-4.90057522,55.8538157,126.479125
"1464",-4.91613333,55.85140167,33.694936
"1465",-4.93135379,55.84878227,0
"1466",-4.94651782,55.84611775,363.844842
"1467",-4.96181473,55.84312947,44.755446
"1468",-4.97751167,55.84165333,191.351611
"1469",-4.99350587,55.84079093,90.92087
"1470",-5.00935515,55.83898902,17.197861
"1471",-5.00789732,55.83543761,197.673398
"1472",-4.992025,55.83425167,65.927244
"1473",-4.97611139,55.83306062,102.352237
"1474",-4.96065615,55.83091782,45.161639
"1475",-4.94477115,55.82973465,7.606108
"1476",-4.92886135,55.82869245,153.110927
"1477",-4.9129879,55.82754976,134.744564
"1478",-4.89725667,55.82577333,31.724301
"1479",-4.90332182,55.82252771,168.559026
"1480",-4.91909549,55.82094881,87.685702
"1481",-4.93469775,55.81929373,3.203
"1482",-4.95033352,55.81699346,0
"1483",-4.96582031,55.81479127,39.483937
"1484",-4.98134035,55.81244849,1540.07987
"1485",-4.99677833,55.80996667,1987.302302
"1486",-5.01049497,55.80653759,265.138961
"1487",-4.99563113,55.80396871,304.551391
"1488",-4.98040976,55.80137367,1595.206334
"1489",-4.96503967,55.79888505,247.9356
"1490",-4.94965667,55.79638833,4608.087272
"1491",-4.93439333,55.79386333,406.435489
"1492",-4.93360361,55.79005695,560.326401
"1493",-4.94934374,55.78841337,126.958054
"1494",-4.96458136,55.78578947,380.186542
"1495",-4.97980827,55.78299202,1647.139537
"1496",-4.99354562,55.78224683,96.936545
"1497",-4.98362205,55.78180375,0
"1498",-4.9930327,55.77719821,21.218372
"1499",-4.97963237,55.77207842,21.237611
"1500",-4.965675,55.76762667,99.70997
"1501",-4.95171523,55.76346162,58.869673
"1502",-4.96137243,55.75874428,255.870793
"1503",-4.97632496,55.75558761,57.176052
"1504",-4.99122,55.75237667,31.531644
"1505",-5.00575732,55.74843046,42.43689
"1506",-4.99676752,55.74298011,109.169433
"1507",-4.98261411,55.73883521,422.696963
"1508",-4.96986858,55.73370265,202.425997
"1509",-4.96438467,55.72761167,6.487194
"1510",-4.9801718,55.72700172,427.890183
"1511",-4.99539488,55.72442446,430.821318
"1512",-5.01088603,55.7219976,0
"1513",-5.01813068,55.7179698,0
"1514",-5.00339037,55.71476116,3.102169
"1515",-4.98842007,55.71165668,498.654368
"1516",-4.97334141,55.70877714,226.009863
"1517",-4.95781274,55.70640238,12.584998
"1518",-4.94411134,55.70925099,13.530894
"1519",-4.93031672,55.71310421,233.06368
"1520",-4.91575606,55.71627436,947.774456
"1521",-4.92711513,55.72215018,24.552661
"1522",-4.934005,55.728155,186.275601
"1523",-4.91828333,55.72999333,1.039456
"1524",-4.92235493,55.73518342,10.187356
"1525",-4.92673765,55.74028629,200.585602
"1526",-4.9108016,55.74058124,0
"1527",-4.89758346,55.74437092,23.317477
"1528",-4.89656674,55.75306047,288.355931
"1529",-4.88213667,55.756905,105.864769
"1530",-4.88693152,55.76313721,84.517031
"1531",-4.88555058,55.76992079,23.274028
"1532",-4.872735,55.77521,7.007172
"1533",-4.88390996,55.78061986,54.380178
"1534",-4.88516202,55.78793898,10.751953
"1535",-4.88005309,55.79487128,70.669597
"1536",-4.89490167,55.79861833,124.592029
"1537",-4.90900221,55.80280019,3.760161
"1538",-4.92246005,55.80766577,0
"1539",-4.93649985,55.81204719,0
"1540",-4.95034142,55.81653843,0.892231
"1541",-4.96223619,55.82254398,31.424166
"1542",-4.9736102,55.82882451,1073.203323
"1543",-4.985255,55.83499833,42.159301
"1544",-4.99675487,55.84123298,298.177538
"1545",-5.00750913,55.847777,0
"1546",-5.05090298,55.84966199,0
"1547",-5.04854289,55.86838026,145.783879
"1548",-5.05899892,55.87480894,152.324415
"1549",-5.06335289,55.88136245,725.849825
"1550",-5.05391311,55.88855432,324.816031
"1551",-5.06386686,55.89474551,1293.621451
"1552",-5.06792728,55.90162785,45102.489192
"1553",-5.05587721,55.90734521,1090.239475
"1554",-5.06532764,55.91412114,1718.338053
"1555",-5.06896266,55.92108074,633.37937
"1556",-5.06242379,55.92815128,497.969084
"1557",-5.07079915,55.93417431,552.917461
"1558",-5.07082116,55.94034596,795.911348
"1559",-5.08018591,55.9459202,9063.86427
"1560",-5.07936838,55.9525772,8228.159374
"1561",-5.092085,55.95761333,10418.530993
"1562",-5.09557229,55.96128881,22351.144402
"1563",-5.10648039,55.96741835,23889.88962
"1564",-5.11363833,55.97449167,5122.640358
"1565",-5.11537827,55.98294551,718.439705
"1566",-5.11865333,55.99124333,254.462999
"1567",-5.11897201,55.99177028,12.604239
"1568",-5.11468884,55.98424215,578.689281
"1569",-5.11192253,55.97590119,1580.670221
"1570",-5.10741246,55.96850909,17847.407542
"1571",-5.09515106,55.96165683,44658.521606
"1572",-5.08722404,55.95661147,13781.049299
"1573",-5.08437968,55.95632683,23978.153724
"1574",-5.08387,55.94949,16839.815688
"1575",-5.07320457,55.94423089,16317.292076
"1576",-5.07267922,55.93657142,1260.427633
"1577",-5.06827628,55.93054192,581.550722
"1578",-5.06463553,55.92287848,2522.443327
"1579",-5.06811115,55.91677239,945.286912
"1580",-5.05890187,55.91076156,277.400008
"1581",-5.06214512,55.90949028,401.32322
"1582",-5.06063167,55.90126,3321.747657
"1583",-5.05584153,55.89514287,2634.485555
"1584",-5.06770749,55.88911043,7500.297685
"1585",-5.08137368,55.88928274,733.640765
"1586",-5.0928169,55.89551086,13218.635898
"1587",-5.10780342,55.89423598,912.412326
"1588",-5.11744607,55.90045182,923.702565
"1589",-5.12786944,55.90614073,914.445381
"1590",-5.13947482,55.91087289,9005.869868
"1591",-5.14952619,55.91799217,652.042586
"1592",-5.16099481,55.92435097,0
"1593",-5.17325027,55.92906042,0.746786
"1594",-5.18682688,55.93345889,1876.088531
"1595",-5.19358896,55.94172808,196.358691
"1596",-5.19598225,55.94960403,0
"1597",-5.19293598,55.95619868,0
"1598",-5.19518266,55.94743268,0
"1599",-5.19194667,55.93876,4127.860929
"1600",-5.18649657,55.93070457,2198.639634
"1601",-5.1986824,55.92490108,261.677993
"1602",-5.204685,55.91662667,2180.656232
"1603",-5.21651667,55.91106667,0
"1604",-5.22756267,55.90455895,0
"1605",-5.23490019,55.89663552,4.706605
"1606",-5.22134833,55.89403167,0
"1607",-5.22791996,55.88867751,335.965858
"1608",-5.21868885,55.88415349,9908.565963
"1609",-5.22089215,55.87787882,7753.357442
"1610",-5.20774715,55.8747746,3158.572973
"1611",-5.20975133,55.87161389,3300.404398
"1612",-5.20477667,55.86753333,909.088922
"1613",-5.20131911,55.86952157,0
"1614",-5.20622,55.86329333,1824.826772
"1615",-5.19589481,55.86045123,774.325158
"1616",-5.18051725,55.85803203,75.959547
"1617",-5.19128527,55.85423047,58.029014
"1618",-5.19418,55.85118333,5.696802
"1619",-5.17812,55.84957667,1241.779494
"1620",-5.1784199,55.84602274,985.739036
"1621",-5.19442975,55.84429504,0
"1622",-5.18192612,55.84157212,1027.789958
"1623",-5.1660501,55.84036804,669.324249
"1624",-5.15460833,55.837215,72.211961
"1625",-5.17020068,55.835594,735.188474
"1626",-5.18653885,55.83460983,231.820743
"1627",-5.18050597,55.83114133,382.37573
"1628",-5.16460793,55.82987087,576.549722
"1629",-5.15076,55.827295,0
"1630",-5.1650188,55.82458895,906.489101
"1631",-5.18083287,55.82315883,417.81175
"1632",-5.19633403,55.82101636,303.512447
"1633",-5.20944167,55.81667833,36.483293
"1634",-5.21654033,55.80860573,1766.202894
"1635",-5.2234897,55.80055306,2592.295598
"1636",-5.23066667,55.79255,811.610667
"1637",-5.23812045,55.78465289,1809.557792
"1638",-5.24589208,55.77672159,387.84223
"1639",-5.25381667,55.76891823,449.117207
"1640",-5.26194056,55.76121903,302.024363
"1641",-5.30084167,55.71559833,0
"1642",-5.29887333,55.78615167,3.361063
"1643",-5.29061128,55.79387108,48.309788
"1644",-5.28098885,55.80103713,389.219425
"1645",-5.2714727,55.80822479,1496.641967
"1646",-5.26251593,55.81569764,12164.730592
"1647",-5.25348669,55.82317121,752.779421
"1648",-5.24299545,55.82805894,0
"1649",-5.24831446,55.83140929,0
"1650",-5.26346033,55.83408978,218.083997
"1651",-5.2790957,55.8359864,779.054896
"1652",-5.29492,55.83724167,1814.919785
"1653",-5.31038197,55.83956318,686.846502
"1654",-5.3259919,55.84191832,159.794599
"1655",-5.34127667,55.84441833,27.52684
"1656",-5.35487549,55.84855049,98.370692
"1657",-5.36102445,55.8565521,10.929695
"1658",-5.36082667,55.86562667,27.578073
"1659",-5.36061,55.87463667,553.418906
"1660",-5.36014205,55.88358398,0
"1661",-5.35950572,55.89257674,0
"1662",-5.36480067,55.90106101,1304.119432
"1663",-5.37378566,55.90855074,5909.025739
"1664",-5.38194641,55.91622173,2511.93786
"1665",-5.38765745,55.92457466,1607.500679
"1666",-5.39284906,55.93318779,1511.930757
"1667",-5.39983818,55.94118053,8360.730232
"1668",-5.40684292,55.94928575,4076.496845
"1669",-5.41354049,55.95743711,2110.401201
"1670",-5.4202824,55.96562309,1131.882247
"1671",-5.42266589,55.97405877,648.063097
"1672",-5.40929041,55.97788484,29.902089
"1673",-5.39417942,55.98088398,0
"1674",-5.37973002,55.983471,202.067638
"1675",-5.36998777,55.99054811,307.593632
"1676",-5.36390105,55.99884922,9.558221
"1677",-5.3580256,56.00729629,169.717372
"1678",-5.34811869,56.01380701,5818.14994
"1679",-5.33335864,56.01670997,34.552975
"1680",-5.3183917,56.02046732,1520.310234
"1681",-5.31463551,56.02587238,5177.321656
"1682",-5.32616333,56.03187,53.880708
"1683",-5.31741438,56.03859781,264.245986
"1684",-5.30508736,56.04439638,205.161277
"1685",-5.30473415,56.05231282,649.065752
