"","Lon","Lat","FishNASC"
"217",-5.039275,55.15833167,0.344858
"218",-5.05335592,55.15427439,55.352141
"219",-5.06746093,55.15026067,46.598513
"220",-5.0815882,55.14631478,368.78472
"221",-5.09568464,55.14235301,2.961234
"222",-5.10963922,55.13818272,0
"223",-5.12352369,55.1339294,0
"224",-5.11730554,55.12856774,18.908689
"225",-5.10415821,55.12358954,36.554266
"226",-5.09106333,55.11858667,16.111737
"227",-5.07807167,55.11347,531.307135
"228",-5.06512667,55.108305,0
"229",-5.0521174,55.1033659,0
"230",-5.03894841,55.09841586,0
"231",-5.02775532,55.09249007,0
"232",-5.03744558,55.08584326,0
"233",-5.0498109,55.08029944,0
"234",-5.06239521,55.07492394,0
"235",-5.07512634,55.06971032,0
"236",-5.08792534,55.06442805,0
"237",-5.1006219,55.059127,0
"238",-5.11322586,55.0537319,0
"239",-5.12584824,55.04835083,0
"240",-5.13856306,55.04304473,0
"241",-5.151041,55.0379305,0
"242",-5.16435006,55.04201063,0
"243",-5.17699746,55.04736288,0
"244",-5.18963927,55.05269728,406.382654
"245",-5.20224167,55.05802667,225.376776
"246",-5.2149742,55.06331849,80.82613
"247",-5.22778175,55.06848028,333.461938
"248",-5.24052288,55.0737734,276.84533
"249",-5.253235,55.07905,194.194391
"250",-5.26604167,55.08424333,333.203606
"251",-5.26737455,55.09052116,347.23253
"252",-5.25400256,55.09514288,433.06233
"253",-5.24052694,55.09976929,468.169183
"254",-5.22701414,55.10434629,717.293688
"255",-5.21301593,55.10843357,434.782792
"256",-5.198955,55.11248333,2654.027462
"257",-5.18472243,55.11631461,2118.553851
"258",-5.17029941,55.11985324,87.6989
"259",-5.15591423,55.12354985,158.289173
"260",-5.14184316,55.12750703,40.37495
"261",-5.12803467,55.13166432,444.346361
"262",-5.13871333,55.13775333,445.767671
"263",-5.15113351,55.14324578,1314.624484
"264",-5.16424998,55.14824761,380.443503
"265",-5.17750525,55.15309608,567.472931
"266",-5.1907652,55.15786783,924.41232
"267",-5.20406833,55.16264167,547.476993
"268",-5.21747,55.16736167,264.82082
"269",-5.23084884,55.17209128,383.731184
"270",-5.24432001,55.17675526,131.62855
"271",-5.25789904,55.18136906,441.337179
"272",-5.26992,55.186705,145.060064
"273",-5.25775833,55.19178667,203.715697
"274",-5.24299316,55.19490398,311.611488
"275",-5.22830613,55.19809795,325.408488
"276",-5.21371921,55.20153082,807.034801
"277",-5.19910425,55.20491007,346.702188
"278",-5.18466806,55.20848732,210.946019
"279",-5.17023667,55.21204,177.538957
"280",-5.15564167,55.21560833,7.421058
"281",-5.14099995,55.21889013,26.098422
"282",-5.12623049,55.22193014,662.597266
"283",-5.11150967,55.22513059,371.977255
"284",-5.09687864,55.2285666,308.448895
"285",-5.0838158,55.23259101,159.679862
"286",-5.09743622,55.23707259,176.750954
"287",-5.1117704,55.2408517,212.240867
"288",-5.12641542,55.2443044,79.110794
"289",-5.14070333,55.24808833,36.406675
"290",-5.35799436,55.56754091,0
"291",-5.37638779,55.57222152,255.657688
"292",-5.3903346,55.57690755,671.169618
"293",-5.40410998,55.58119933,895.727875
"294",-5.41759388,55.58570796,470.680451
"295",-5.43073333,55.590795,569.890122
"296",-5.44380792,55.59578739,569.049734
"297",-5.45699342,55.60087374,5674.328298
"298",-5.46757833,55.606635,8823.107654
"299",-5.45791859,55.61051959,5588.795226
"300",-5.45514441,55.61389586,322.606349
"301",-5.4436795,55.62039716,532.034048
"302",-5.43374272,55.62740696,3434.35529
"303",-5.42325379,55.6341447,1570.82424
"304",-5.41227888,55.64072488,0
"305",-5.40177405,55.64740782,1190.222346
"306",-5.39115833,55.65409667,717.339546
"307",-5.38927274,55.66213537,1655.275307
"308",-5.39333833,55.670865,2710.15985
"309",-5.39741366,55.67943366,318.417986
"310",-5.40186515,55.68822691,332.294294
"311",-5.40579615,55.69683845,813.777569
"312",-5.4090394,55.70566895,995.334957
"313",-5.41227497,55.7144466,1962.505831
"314",-5.41598,55.72318167,175.192369
"315",-5.41292923,55.72970372,195.70196
"316",-5.39721869,55.72860683,3485.839184
"317",-5.38137252,55.72789167,1938.158869
"318",-5.36540887,55.72718062,2605.21398
"319",-5.34945794,55.72643786,3053.675327
"320",-5.33350653,55.72570273,2643.57503
"321",-5.31759241,55.72491457,2394.971966
"322",-5.3019291,55.72382761,1245.249109
"323",-5.28586194,55.72274152,293.783638
"324",-5.2852482,55.73060672,754.70285
"325",-5.28906828,55.73938773,642.496331
"326",-5.29305067,55.74808007,1812.983223
"327",-5.29727167,55.75674167,4.230891
"328",-5.30152667,55.76541667,0
"329",-5.30699333,55.77384833,0
"330",-5.30267167,55.78164333,634.61135
"331",-5.29366306,55.7890952,680.386646
"332",-5.28453991,55.79646992,512.153396
"333",-5.2755114,55.8038915,487.893967
"334",-5.26734764,55.81156634,824.647545
"335",-5.26002604,55.81965062,148.003947
"336",-5.25078608,55.82692533,304.152307
"337",-5.24165747,55.83409539,0
"338",-5.2568,55.83558,0.122694
"339",-5.27281667,55.83618833,587.985449
"340",-5.28860353,55.83740911,1204.782167
"341",-5.30449473,55.83876397,726.00417
"342",-5.32031333,55.84024667,605.659909
"343",-5.33604307,55.84207753,506.994605
"344",-5.35168464,55.84434839,1394.598907
"345",-5.36263404,55.84892598,2092.434044
"346",-5.36241102,55.85792621,1467.649099
"347",-5.36173833,55.86696833,767.629533
"348",-5.35979833,55.87591833,493.508642
"349",-5.35914167,55.88486667,120.610304
"350",-5.3594865,55.89372009,46.618976
"351",-5.36576334,55.90203446,928.488779
"352",-5.3717052,55.91036869,298.33123
"353",-5.37893223,55.91839515,105.003523
"354",-5.38597833,55.926515,786.711958
"355",-5.39261175,55.9346529,501.055883
"356",-5.39938214,55.94293944,1320.615053
"357",-5.4061791,55.95088987,1624.282134
"358",-5.41187256,55.95931865,1176.40754
"359",-5.41632893,55.96797119,2488.87427
"360",-5.42657717,55.97470544,3608.400513
"361",-5.436425,55.98134833,5374.282384
"362",-5.42122333,55.983035,964.661532
"363",-5.40534667,55.98438667,4979.937166
"364",-5.3895593,55.98604921,239.576239
"365",-5.37408161,55.98852427,276.531914
"366",-5.35858222,55.99110492,459.770317
"367",-5.35498701,55.98498546,378.008175
"368",-5.360605,55.97642,2274.902265
"369",-5.36607814,55.96798696,2075.377077
"370",-5.37162819,55.95951449,1392.93503
"371",-5.37700363,55.95106506,328.546123
"372",-5.38238658,55.94257828,1360.379397
"373",-5.38768333,55.93413167,1192.513231
"374",-5.39340667,55.92567333,733.206864
"375",-5.3995961,55.91737865,534.743541
"376",-5.4057168,55.90923877,3832.399964
"377",-5.41039618,55.90042806,2486.470504
"378",-5.39843484,55.8946466,2660.222901
"379",-5.38551722,55.8894771,1783.538317
"380",-5.37306325,55.88379718,973.911017
"381",-5.3654984,55.8766136,980.844127
"382",-5.35773674,55.8702363,356.41542
"383",-5.34385094,55.86582828,1035.761851
"384",-5.33000161,55.86132408,772.348872
"385",-5.32272231,55.85384562,448.289956
"386",-5.32223317,55.84475609,944.998501
"387",-5.3223358,55.83589714,772.082555
"388",-5.32120069,55.82692949,212.819531
"389",-5.31963554,55.81788694,401.336571
"390",-5.31791291,55.80895178,1362.302601
"391",-5.30269833,55.80987,627.256775
"392",-5.28724167,55.81194333,239.916968
"393",-5.27146667,55.813845,32.368586
"394",-5.25568185,55.81529955,183.647497
"395",-5.23976577,55.81631315,698.483079
"396",-5.22379004,55.81725988,336.449922
"397",-5.20796973,55.81854949,786.199479
"398",-5.19221821,55.81987526,290.707678
"399",-5.1797735,55.82537601,769.745805
"400",-5.16643212,55.83017247,291.978793
"401",-5.15183049,55.83392571,66.252132
"402",-5.15687705,55.83976543,114.679901
"403",-5.16929487,55.84542791,95.707294
"404",-5.18760333,55.79021833,182.493485
"405",-5.19648923,55.78273603,109.293069
"406",-5.20295667,55.777135,136.919739
"407",-5.18735955,55.7770085,565.064918
"408",-5.17153772,55.77696918,465.698832
"409",-5.17758091,55.76956753,713.083633
"410",-5.18758465,55.76254063,262.55556
"411",-5.19620229,55.75501156,134.300848
"412",-5.20428718,55.74725663,171.119276
"413",-5.21247667,55.73954833,148.752285
"414",-5.22118333,55.73189167,472.885323
"415",-5.22949833,55.72431,572.639656
"416",-5.23635833,55.716715,746.886112
"417",-5.22301,55.720635,811.549111
"418",-5.21041669,55.72621662,743.869998
"419",-5.19746518,55.73144407,545.844199
"420",-5.18391267,55.73619939,289.387729
"421",-5.17037839,55.74090597,1100.433212
"422",-5.15697324,55.74584557,1724.678483
"423",-5.14425888,55.75136232,590.256263
"424",-5.131765,55.75683833,174.334772
"425",-5.11831,55.76074167,15.144116
"426",-5.125875,55.75317167,91.868585
"427",-5.13619384,55.7462476,1061.656387
"428",-5.14484972,55.73893518,749.56208
"429",-5.12938797,55.73881116,610.095018
"430",-5.11355734,55.7391115,299.273443
"431",-5.09764553,55.73884221,173.572637
"432",-5.081685,55.739,476.620841
"433",-5.06572667,55.739885,584.920796
"434",-5.07146667,55.73391,496.059499
"435",-5.084065,55.72834833,390.890121
"436",-5.09712164,55.72312208,616.159815
"437",-5.10994343,55.71771634,197.559189
"438",-5.1218551,55.71193281,240.402558
"439",-5.13301546,55.70537882,554.26812
"440",-5.14404257,55.69896254,335.831368
"441",-5.15609599,55.69301697,243.940293
"442",-5.16772029,55.68699036,2631.384934
"443",-5.1544256,55.6894033,1087.216723
"444",-5.13974167,55.692835,87.909292
"445",-5.12471598,55.69583163,171.122526
"446",-5.1096117,55.69896083,284.868088
"447",-5.09531967,55.70285542,490.574417
"448",-5.08077866,55.70655185,382.438746
"449",-5.06612,55.71005667,1411.458459
"450",-5.051265,55.713345,1526.716719
"451",-5.03633376,55.71651992,2249.60053
"452",-5.02656828,55.71509018,2389.85071
"453",-5.03819022,55.70869073,825.557879
"454",-5.05009032,55.70271501,215.389796
"455",-5.06201294,55.69632363,359.687286
"456",-5.05066413,55.69573252,792.033083
"457",-5.03521356,55.69795713,675.257078
"458",-5.01960333,55.70007833,496.118031
"459",-5.01404644,55.69494348,612.51537
"460",-5.02239657,55.6874809,291.495234
"461",-5.03404167,55.68142333,355.866185
"462",-5.04806467,55.67708889,88.016142
"463",-5.06228807,55.67289362,96.303466
"464",-5.06969001,55.6681999,419.933507
"465",-5.05515356,55.66453871,336.010723
"466",-5.04037458,55.66120413,268.763934
"467",-5.02555167,55.65793667,285.229659
"468",-5.01068783,55.65476565,117.846439
"469",-4.995585,55.65185167,250.212106
"470",-4.98055333,55.64906667,436.10458
"471",-4.989635,55.64305833,496.680337
"472",-5.00311412,55.63825234,171.499211
"473",-5.0167677,55.63357799,439.450686
"474",-5.03023698,55.62885754,182.429143
"475",-5.04376463,55.62409269,184.191348
"476",-5.05746854,55.61949192,240.572666
"477",-5.07125043,55.61496061,1065.750104
"478",-5.08484865,55.61028254,1576.572078
"479",-5.097925,55.60517,1752.61662
"480",-5.11078,55.59987667,1096.113346
"481",-5.12389995,55.59482566,7.440558
"482",-5.12877338,55.58959328,447.618107
"483",-5.11363113,55.58652118,10.837452
"484",-5.098755,55.583495,3044.057227
"485",-5.08385833,55.580275,718.287568
"486",-5.06931167,55.57669167,1494.986448
"487",-5.05463973,55.57316383,310.294445
"488",-5.03964775,55.5697436,575.677349
"489",-5.02517784,55.56642788,401.912949
"490",-5.01043966,55.56304992,490.207346
"491",-4.99575536,55.55963436,300.771298
"492",-4.98099,55.556305,116.172333
"493",-4.96598333,55.55328833,105.544541
"494",-4.950985,55.55028167,172.168346
"495",-4.93614806,55.54706977,907.787094
"496",-4.92152667,55.54352833,1426.407694
"497",-4.90688667,55.54000333,1188.588652
"498",-4.90056667,55.53517833,675.469397
"499",-4.91517333,55.531345,471.094427
"500",-4.92977833,55.52787667,958.476375
"501",-4.9446,55.52448833,703.051159
"502",-4.95921299,55.52109811,963.46447
"503",-4.97403937,55.5177657,700.941215
"504",-4.9888595,55.51455263,277.812397
"505",-5.0034334,55.51101796,605.862876
"506",-5.01805207,55.50751255,490.119183
"507",-5.03243023,55.50377111,529.252767
"508",-5.04693967,55.49988573,174.670752
"509",-5.06095659,55.49585156,0.337117
"510",-5.07522112,55.49189018,0
"511",-5.07787572,55.48709568,0
"512",-5.06382059,55.48277299,8.273885
"513",-5.04999502,55.47828784,47.401205
"514",-5.03628312,55.47385762,800.692076
"515",-5.02238307,55.46946236,354.713051
"516",-5.008529,55.46504467,3635.899893
"517",-4.99476436,55.46058326,46.856848
"518",-4.98075557,55.45636019,184.829764
"519",-4.96671745,55.45222904,409.345673
"520",-4.95268379,55.44809496,427.074889
"521",-4.95189,55.443325,631.867867
"522",-4.96713198,55.44051827,1861.14508
"523",-4.98213833,55.43769333,479.832256
"524",-4.99725303,55.43491483,452.470621
"525",-5.01243473,55.43227356,553.087294
"526",-5.02745064,55.42955321,347.937553
"527",-5.04270833,55.42705833,225.08479
"528",-5.05788438,55.42453427,54.175458
"529",-5.073025,55.42185,408.71097
"530",-5.08799554,55.41904956,80.912159
"531",-5.10307481,55.41627655,0
"532",-5.1182599,55.41380358,13.842073
"533",-5.13385337,55.41167647,0
"534",-5.1492606,55.40964154,0
"535",-5.16440667,55.40736667,11.37146
"536",-5.17986,55.40511167,11.073045
"537",-5.19509355,55.4027253,167.958353
"538",-5.21021202,55.40029585,94.500325
"539",-5.22539801,55.39786205,109.129987
"540",-5.24075013,55.39565053,3.292821
"541",-5.25605721,55.39352506,2.299899
